Metálica blanco,217.40693983552157,225.64225941422595,224.8618525465301,195.18662530659356
Tejado rojo,127.8854755468174,104.26148930941264,79.64438436962399,147.04091914475302
Otros,82.12832840236686,92.79585798816568,82.4319526627219,116.80584319526628
Otros,88.6405315614618,99.48305647840532,91.01860465116279,128.02923588039866
Otros,86.05354058721935,96.48013816925734,85.26165803108809,119.60103626943005
Otros,79.07504363001745,90.20942408376963,81.09162303664921,117.89354275741711
Otros,77.53488372093024,87.68881506090808,80.07641196013289,122.80730897009967
Otros,96.02764423076923,105.86899038461539,93.22596153846153,128.81490384615384
Otros,105.5879458794588,115.06273062730628,101.30258302583026,135.87084870848707
Otros,61.6135593220339,72.81016949152543,67.00677966101695,108.6593220338983
Otros,97.1150097465887,107.35867446393762,94.37231968810916,129.6783625730994
Otros,77.43107769423558,88.14035087719299,78.84711779448621,112.53884711779449
Otros,71.0,81.14745308310992,74.31367292225201,116.70777479892762
Otros,85.26446280991736,95.42561983471074,83.37603305785125,118.65702479338843
Otros,69.51,81.06,72.8,106.12
Otros,22.064935064935064,36.63636363636363,39.298701298701296,62.38961038961039
Otros,195.59228634263928,205.8060445417615,191.39470070202734,150.49274443708165
Fibrocemento,155.75885230947839,163.5770378970064,148.81756364541008,130.24881830997595
Fibrocemento,154.7240153982825,163.0081926759451,145.76863093475473,131.51406573882144
Fibrocemento,160.14511451145114,167.54515451545154,149.51555155515553,136.6871687168717
Metálica blanco,240.60969498910674,246.82102396514162,236.800871459695,199.6259259259259
Otros,98.65484429065744,109.74538638985005,104.7649942329873,79.71395617070358
Otros,95.90568214594751,106.99163541967118,102.64219786558985,76.89544274588982
Fibrocemento,167.69981238273922,174.80206378986867,157.66447779862415,144.37507817385867
Fibrocemento,172.48676204571618,179.52063805295182,160.56421641177437,144.33053774050322
Otros,95.49565560821485,106.34636650868879,102.77014218009478,74.86848341232228
Metálica blanco,231.41142020497804,239.06588579795022,224.83601756954613,184.77452415812593
Metálica blanco,223.49459087920627,230.05379236148468,211.60570199031739,170.26746757515988
Fibrocemento,85.94260416666667,99.42291666666667,91.84317708333333,120.20958333333333
Fibrocemento,88.91534202536167,103.33970351848545,95.61100196463654,126.64886586890516
Fibrocemento,125.53159557661927,136.68983675618747,124.83096366508688,146.28436018957345
Metálica blanco,230.20658238428587,239.30504649461915,229.11762616236547,186.72728032598474
Metálica verde,195.8740955137482,215.3594960415425,199.12369115518857,150.4242785392015
Metálica blanco,221.89133485353446,230.07068935274512,212.16584809682513,173.0805998947553
Metálica blanco,222.3045398339516,230.16366366366367,212.08673379261614,174.3237060590002
Metálica blanco,211.5407867494824,222.3688060731539,213.07812284334022,166.0830917874396
Metálica rojo,213.59457589594575,158.80240763802408,139.91794658917948,175.53576864535768
Metálica verde,182.1606648199446,203.81412742382273,189.31246537396123,143.69958448753462
Metálica blanco,214.42952275249723,225.1985294117647,215.2207269700333,167.94575471698113
Metálica rojo,212.4205192280994,161.87657920310983,142.726641677079,173.2187977231709
Metálica rojo,215.80263888888888,166.94027777777777,148.60555555555555,176.4802777777778
Metálica rojo,211.9160644802668,159.48916064480267,140.13827126181212,174.1756531406337
Metálica rojo,213.58532518065593,162.47512506948306,142.24708171206225,175.4874930516954
Metálica rojo,210.53902880200363,161.37178238486155,143.53861138166133,169.95784054542924
Metálica rojo,206.98413802699318,155.72158063169613,138.10226798385975,167.0112703492417
Metálica blanco,219.74081291759467,230.459214922049,221.28493875278397,173.8614977728285
Metálica rojo,208.1012111930948,160.15202561603786,139.6937212863706,173.058749825978
Metálica rojo,199.7348189415042,156.13481894150416,136.53774373259054,168.84554317548748
Metálica rojo,199.9184896196182,156.06200362268356,136.51943709070642,168.928661000418
Metálica rojo,229.78132404181184,236.6458536585366,217.41477351916376,172.88599303135888
Metálica rojo,201.8928073599108,158.79997212155004,141.82729300250907,171.50599386674102
Metálica blanco,224.17935843793583,234.93626220362623,225.27935843793585,178.081589958159
Metálica rojo,204.30415968732552,154.43858179787827,136.6178112786153,164.2028196538247
Metálica rojo,208.23169368362213,155.20681945220792,136.25055897149247,167.56260480715483
Metálica rojo,194.75590331144335,150.55861394439012,134.85370965488332,155.8323319826743
Metálica rojo,210.52166620072686,161.94828068213587,143.74336035784177,171.26866088901315
Metálica rojo,216.27761444771104,161.0127397452051,139.8282234355313,179.50538989220215
Metálica rojo,200.4832609609189,153.5681467992716,133.55848158005324,170.76061072979408
Metálica rojo,209.33258615858784,154.35205940039228,134.66447184085177,171.5042028579434
Metálica rojo,213.79713804713805,157.73162177328845,137.02048260381594,176.03521324354656
Metálica rojo,199.5864682762493,152.89037057832678,132.78747894441324,169.67307692307693
Metálica rojo,212.58375491849353,156.76349072512647,136.62591343451376,173.91287240022484
Metálica rojo,216.74001125492404,159.10045019696116,139.24620146314012,179.0284186831739
Metálica rojo,201.40422237860662,155.18465869106262,135.06206896551726,171.827445460943
Metálica rojo,214.8726939867624,157.92494014927476,138.29840867483452,176.67567948176313
Metálica blanco,229.2691819911224,240.0139505389981,229.68532022828154,182.57086239695624
Metálica blanco,226.82216207610253,237.52475720426685,227.02308549594014,179.81292787772648
Metálica blanco,225.31079136690647,235.86586730615508,224.89192645883293,178.42478017585933
Metálica blanco,231.93344262295082,242.80049180327867,232.65262295081968,183.54213114754097
Metálica rojo,205.56350389137273,157.31213777115417,139.94618314290446,165.1892697466468
Metálica rojo,205.30873042319226,152.36771076307897,134.13378873708763,165.61662779073643
Metálica rojo,207.66581762608251,156.58566819493973,136.99558498896246,166.566649685855
Metálica verde,171.95187071842614,194.1445634990339,178.28297909713683,128.1129457228175
Metálica blanco,211.95088339222616,218.66537102473498,202.47597173144877,166.026148409894
Metálica blanco,221.1278022947926,229.37899382171227,210.85401588702558,172.01553398058252
Metálica rojo,213.4041649818035,162.1140315406389,142.18621107966032,174.35240598463406
Metálica verde,189.75842093971252,210.45290710148038,196.53014374597726,145.7187298862905
Metálica verde,186.92995272883542,207.0195530726257,194.39492909325313,143.32251826385905
Metálica verde,182.24270993203245,203.9044069283052,190.80157860118396,141.21464591098444
Metálica verde,192.3867069486405,211.5747153148966,198.50894724610737,149.43039739716477
Metálica verde,180.56943475226797,201.97022563386835,187.44010234938358,141.22144684810422
Metálica verde,188.00558529206424,209.52362113102166,196.6918780544566,146.23621131021642
